Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,birth_date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",01-Mar,460,Individual,Ferid Murad,14-09-36,"Whiting, IN",United States of America,Male,University of Texas Medical School at Houston,"Houston, TX",United States of America,,,
1998,Peace,The Nobel Peace Prize 1998,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",01-Feb,566,Individual,John Hume,18-01-37,Londonderry,Northern Ireland,Male,,,,,,
1998,Peace,The Nobel Peace Prize 1998,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",01-Feb,567,Individual,David Trimble,15-10-44,Belfast,Northern Ireland,Male,,,,,,
1998,Physics,The Nobel Prize in Physics 1998,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",01-Mar,155,Individual,Robert B. Laughlin,01-11-50,"Visalia, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
1998,Physics,The Nobel Prize in Physics 1998,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",01-Mar,156,Individual,Horst L. Störmer,06-04-49,Frankfurt-on-the-Main,West Germany (Germany),Male,Columbia University,"New York, NY",United States of America,,,
1998,Physics,The Nobel Prize in Physics 1998,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",01-Mar,157,Individual,Daniel C. Tsui,28-02-39,Henan,China,Male,Princeton University,"Princeton, NJ",United States of America,,,
1999,Chemistry,The Nobel Prize in Chemistry 1999,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",01-Jan,292,Individual,Ahmed H. Zewail,26-02-46,Damanhur,Egypt,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,02-08-16,,
1999,Economics,The Sveriges Riksbank Prize in Economic Sciences 1999,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",01-Jan,720,Individual,Robert A. Mundell,24-10-32,"Kingston, ON",Canada,Male,Columbia University,"New York, NY",United States of America,,,
1999,Literature,The Nobel Prize in Literature 1999,"""whose frolicsome black fables portray the forgotten face of history""",01-Jan,676,Individual,Günter Grass,16-10-27,Danzig (Gdansk),Free City of Danzig (Poland),Male,,,,13-04-15,Lübeck,Germany
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",01-Jan,461,Individual,Günter Blobel,21-05-36,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,"New York, NY",United States of America,,,
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",01-Jan,461,Individual,Günter Blobel,21-05-36,Waltersdorf (Niegoslawice),Germany (Poland),Male,Howard Hughes Medical Institute,,,,,
1999,Peace,The Nobel Peace Prize 1999,"""in recognition of the organization's pioneering humanitarian work on several continents""",01-Jan,568,Organization,Médecins Sans Frontières,,,,,,,,,,
1999,Physics,The Nobel Prize in Physics 1999,"""for elucidating the quantum structure of electroweak interactions in physics""",01-Feb,158,Individual,Gerardus 't Hooft,05-07-46,Den Helder,Netherlands,Male,Utrecht University,Utrecht,Netherlands,,,
1999,Physics,The Nobel Prize in Physics 1999,"""for elucidating the quantum structure of electroweak interactions in physics""",01-Feb,159,Individual,Martinus J.G. Veltman,27-06-31,Waalwijk,Netherlands,Male,,Bilthoven,Netherlands,,,
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",01-Mar,729,Individual,Alan J. Heeger,22-01-36,"Sioux City, IA",United States of America,Male,University of California,"Santa Barbara, CA",United States of America,,,
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",01-Mar,730,Individual,Alan G. MacDiarmid,14-04-27,Masterton,New Zealand,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,07-02-07,"Drexel Hill, PA",United States of America
2000,Chemistry,The Nobel Prize in Chemistry 2000,"""for the discovery and development of conductive polymers""",01-Mar,731,Individual,Hideki Shirakawa,20-08-36,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,,,
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing selective samples""",01-Feb,732,Individual,James J. Heckman,19-04-44,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,"""for his development of theory and methods for analyzing discrete choice""",01-Feb,733,Individual,Daniel L. McFadden,29-07-37,"Raleigh, NC",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2000,Literature,The Nobel Prize in Literature 2000,"""for an æuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",01-Jan,734,Individual,Gao Xingjian,04-01-40,Ganzhou,China,Male,,,,,,
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",01-Mar,722,Individual,Arvid Carlsson,25-01-23,Uppsala,Sweden,Male,Göteborg University,Gothenburg,Sweden,,,
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",01-Mar,723,Individual,Paul Greengard,11-12-25,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America,,,
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,"""for their discoveries concerning signal transduction in the nervous system""",01-Mar,724,Individual,Eric R. Kandel,07-11-29,Vienna,Austria,Male,Columbia University,"New York, NY",United States of America,,,
2000,Peace,The Nobel Peace Prize 2000,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",01-Jan,725,Individual,Kim Dae-jung,03-12-25,Mokpo,Korea (South Korea),Male,,,,18-08-09,,
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",01-Apr,726,Individual,Zhores I. Alferov,15-03-30,"Vitebsk, Belorussia",Union of Soviet Socialist Republics (Belarus),Male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,,,
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics""",01-Apr,727,Individual,Herbert Kroemer,25-08-28,Weimar,Germany,Male,University of California,"Santa Barbara, CA",United States of America,,,
2000,Physics,The Nobel Prize in Physics 2000,"""for basic work on information and communication technology; for his part in the invention of the integrated circuit""",01-Feb,728,Individual,Jack S. Kilby,08-11-23,"Jefferson City, MO",United States of America,Male,Texas Instruments,"Dallas, TX",United States of America,20-06-05,"Dallas, TX",United States of America
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",01-Apr,741,Individual,William S. Knowles,01-06-17,"Taunton, MA",United States of America,Male,,"St. Louis, MO",United States of America,13-06-12,"Chesterfield, MO",United States of America
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for their work on chirally catalysed hydrogenation reactions""",01-Apr,742,Individual,Ryoji Noyori,03-09-38,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,,,
2001,Chemistry,The Nobel Prize in Chemistry 2001,"""for his work on chirally catalysed oxidation reactions""",01-Feb,743,Individual,K. Barry Sharpless,28-04-41,"Philadelphia, PA",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",01-Mar,744,Individual,George A. Akerlof,17-06-40,"New Haven, CT",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",01-Mar,745,Individual,A. Michael Spence,1943-00-00,"Montclair, NJ",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",01-Mar,746,Individual,Joseph E. Stiglitz,09-02-43,"Gary, IN",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2001,Literature,The Nobel Prize in Literature 2001,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",01-Jan,747,Individual,Sir Vidiadhar Surajprasad Naipaul,17-08-32,,Trinidad,Male,,,,,,
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",01-Mar,735,Individual,Leland H. Hartwell,30-10-39,"Los Angeles, CA",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",01-Mar,736,Individual,Tim Hunt,19-02-43,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",01-Mar,737,Individual,Sir Paul M. Nurse,25-01-49,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",01-Feb,748,Organization,United Nations (U.N.),,,,,,,,,,
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",01-Feb,749,Individual,Kofi Annan,08-04-38,Kumasi,Gold Coast (Ghana),Male,,,,,,
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",01-Mar,738,Individual,Eric A. Cornell,19-12-61,"Palo Alto, CA",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",01-Mar,739,Individual,Wolfgang Ketterle,21-10-57,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",01-Mar,740,Individual,Carl E. Wieman,26-03-51,"Corvallis, OR",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",01-Apr,756,Individual,John B. Fenn,15-06-17,"New York, NY",United States of America,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,10-12-10,"Richmond, VA",United States of America
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",01-Apr,757,Individual,Koichi Tanaka,03-08-59,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,,,
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",01-Feb,758,Individual,Kurt Wüthrich,04-10-38,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",01-Feb,758,Individual,Kurt Wüthrich,04-10-38,Aarberg,Switzerland,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",01-Feb,759,Individual,Daniel Kahneman,05-03-34,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"Princeton, NJ",United States of America,,,
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",01-Feb,760,Individual,Vernon L. Smith,01-01-27,"Wichita, KS",United States of America,Male,George Mason University,"Fairfax, VA",United States of America,,,
2002,Literature,The Nobel Prize in Literature 2002,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",01-Jan,761,Individual,Imre Kertész,09-11-29,Budapest,Hungary,Male,,,,31-03-16,Budapest,Hungary
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",01-Mar,750,Individual,Sydney Brenner,13-01-27,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,,,
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",01-Mar,751,Individual,H. Robert Horvitz,08-05-47,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",01-Mar,752,Individual,John E. Sulston,27-03-42,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,,,
2002,Peace,The Nobel Peace Prize 2002,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",01-Jan,762,Individual,Jimmy Carter,01-10-24,"Plains, GA",United States of America,Male,,,,,,
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",01-Apr,753,Individual,Raymond Davis Jr.,14-10-14,"Washington, DC",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,31-05-06,"Blue Point, NY",United States of America
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",01-Apr,754,Individual,Masatoshi Koshiba,19-09-26,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,,,
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",01-Feb,755,Individual,Riccardo Giacconi,06-10-31,Genoa,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,,,
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",01-Feb,769,Individual,Peter Agre,30-01-49,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",01-Feb,770,Individual,Roderick MacKinnon,19-02-56,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,,,
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",01-Feb,770,Individual,Roderick MacKinnon,19-02-56,"Burlington, MA",United States of America,Male,Howard Hughes Medical Institute,,,,,
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",01-Feb,771,Individual,Robert F. Engle III,10-11-42,"Syracuse, NY",United States of America,Male,New York University,"New York, NY",United States of America,,,
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)""",01-Feb,772,Individual,Clive W.J. Granger,04-09-34,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,27-05-09,"San Diego, CA",United States of America
2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",01-Jan,763,Individual,John M. Coetzee,09-02-40,Cape Town,South Africa,Male,,,,,,
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",01-Feb,764,Individual,Paul C. Lauterbur,06-05-29,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,27-03-07,"Urbana, IL",United States of America
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",01-Feb,765,Individual,Sir Peter Mansfield,09-10-33,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,08-02-17,,
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",01-Jan,773,Individual,Shirin Ebadi,21-06-47,Hamadan,Iran,Female,,,,,,
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",01-Mar,766,Individual,Alexei A. Abrikosov,25-06-28,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,,,
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",01-Mar,767,Individual,Vitaly L. Ginzburg,04-10-16,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,08-11-09,,
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",01-Mar,768,Individual,Anthony J. Leggett,26-03-38,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,,,
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",01-Mar,779,Individual,Aaron Ciechanover,01-10-47,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",01-Mar,780,Individual,Avram Hershko,31-12-37,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",01-Mar,781,Individual,Irwin Rose,16-07-26,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,03-06-15,"Deerfield, MA",United States of America
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",01-Feb,786,Individual,Finn E. Kydland,01-12-43,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,,,
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",01-Feb,786,Individual,Finn E. Kydland,01-12-43,Gjesdal,Norway,Male,University of California,"Santa Barbara, CA",United States of America,,,
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",01-Feb,787,Individual,Edward C. Prescott,26-12-40,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,,,
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",01-Feb,787,Individual,Edward C. Prescott,26-12-40,"Glens Falls, NY",United States of America,Male,Federal Reserve Bank of Minneapolis,"Minneapolis, MN",United States of America,,,
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",01-Jan,782,Individual,Elfriede Jelinek,20-10-46,Mürzzuschlag,Austria,Female,,,,,,
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",01-Feb,774,Individual,Richard Axel,02-07-46,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",01-Feb,775,Individual,Linda B. Buck,29-01-47,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",01-Jan,783,Individual,Wangari Muta Maathai,01-04-40,Nyeri,Kenya,Female,,,,25-09-11,Nairobi,Kenya
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",01-Mar,776,Individual,David J. Gross,19-02-41,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,,,
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",01-Mar,777,Individual,H. David Politzer,31-08-49,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",01-Mar,778,Individual,Frank Wilczek,15-05-51,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",01-Mar,794,Individual,Yves Chauvin,10-10-30,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,27-01-15,Tours,France
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",01-Mar,795,Individual,Robert H. Grubbs,27-02-42,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",01-Mar,796,Individual,Richard R. Schrock,04-01-45,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",01-Feb,799,Individual,Robert J. Aumann,08-06-30,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,,,
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",01-Feb,800,Individual,Thomas C. Schelling,14-04-21,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,13-12-16,"Bethesda, MD",United States of America
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",01-Jan,801,Individual,Harold Pinter,10-10-30,London,United Kingdom,Male,,,,24-12-08,London,United Kingdom
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",01-Feb,789,Individual,Barry J. Marshall,30-09-51,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",01-Feb,789,Individual,Barry J. Marshall,30-09-51,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,,,
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",01-Feb,790,Individual,J. Robin Warren,11-06-37,Adelaide,Australia,Male,,Perth,Australia,,,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",01-Feb,797,Organization,International Atomic Energy Agency (IAEA),,,,,,,,,,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",01-Feb,798,Individual,Mohamed ElBaradei,17-06-42,Cairo,Egypt,Male,,,,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",01-Feb,791,Individual,Roy J. Glauber,01-09-25,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",01-Apr,792,Individual,John L. Hall,21-08-34,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",01-Apr,792,Individual,John L. Hall,21-08-34,"Denver, CO",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",01-Apr,793,Individual,Theodor W. Hänsch,30-10-41,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,,,
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",01-Apr,793,Individual,Theodor W. Hänsch,30-10-41,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,,,
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",01-Jan,806,Individual,Roger D. Kornberg,24-04-47,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",01-Jan,807,Individual,Edmund S. Phelps,26-07-33,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",01-Jan,808,Individual,Orhan Pamuk,07-06-52,Istanbul,Turkey,Male,,,,,,
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",01-Feb,802,Individual,Andrew Z. Fire,27-04-59,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",01-Feb,803,Individual,Craig C. Mello,19-10-60,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",01-Feb,809,Individual,Muhammad Yunus,28-06-40,Chittagong,British India (Bangladesh),Male,,,,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",01-Feb,810,Organization,Grameen Bank,,,,,,,,,,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",01-Feb,804,Individual,John C. Mather,07-08-46,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,,,
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",01-Feb,805,Individual,George F. Smoot,20-02-45,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",01-Jan,816,Individual,Gerhard Ertl,10-10-36,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,
