Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
life,11,8.14,20.23,12.09
snacks,10,16.5,28.59,12.09
beauty,9,7.92,20.01,12.09
beauty,2,33.6,45.68,12.08
life,15,10.5,22.56,12.06
appliances,1,14.96,26.99,12.03
life,7,8.61,20.63,12.02
life,9,10.98,22.98,12
maternal,1,27.99,39.99,12
beauty,1,108,119.99,11.99
beauty,1,26,37.99,11.99
life,1,28,39.99,11.99
beauty,2,28,39.98,11.98
maternal,2,45.6,57.58,11.98
beauty,2,24,35.98,11.98
maternal,2,18,29.98,11.98
beauty,4,20,31.96,11.96
Default,4,48,59.96,11.96
beauty,4,20,31.96,11.96
life,8,7.76,19.7,11.94
beauty,8,83.3,95.24,11.94
appliances,3,44.46,56.39,11.93
beauty,2,20.38,32.29,11.91
life,6,8.29,20.2,11.91
life,11,21.12,33.03,11.91
beauty,6,83.34,95.24,11.9
life,2,6.9,18.79,11.89
beauty,7,210,221.89,11.89
beauty,5,88.65,100.54,11.89
appliances,1,23.1,34.99,11.89
snacks,24,36,47.87,11.87
maternal,3,31.5,43.37,11.87
beauty,4,44,55.87,11.87
beauty,4,28,39.86,11.86
maternal,15,127.5,139.36,11.86
life,3,6.12,17.97,11.85
snacks,9,40.5,52.34,11.84
life,12,84,95.77,11.77
life,6,6.12,17.88,11.76
life,7,7.98,19.74,11.76
beauty,3,30.57,42.31,11.74
beauty,3,37.77,49.47,11.7
maternal,3,27.27,38.97,11.7
beauty,2,32,43.69,11.69
beauty,6,36,47.68,11.68
beauty,3,84,95.67,11.67
snacks,20,46,57.66,11.66
life,11,6.05,17.7,11.65
beauty,6,96.8,108.45,11.65
appliances,2,12.18,23.82,11.64
life,2,6.28,17.9,11.62
beauty,2,26.4,37.98,11.58
snacks,99,154.5,166.06,11.56
beauty,9,76.5,88.06,11.56
beauty,3,124.29,135.85,11.56
life,2,6.02,17.58,11.56
snacks,38,38,49.55,11.55
life,12,7.68,19.22,11.54
life,4,4.04,15.56,11.52
life,7,7.49,19.01,11.52
snacks,15,28,39.51,11.51
beauty,3,30.6,42.11,11.51
beauty,1,26.69,38.2,11.51
maternal,7,30.03,41.53,11.5
appliances,23,0,11.5,11.5
snacks,19,28.5,39.99,11.49
beauty,1,26.5,37.99,11.49
life,9,6.84,18.33,11.49
life,7,9.15,20.63,11.48
beauty,6,25.76,37.24,11.48
life,9,9.18,20.65,11.47
life,9,15.21,26.67,11.46
snacks,22,47.04,58.48,11.44
beauty,1,18.54,29.97,11.43
snacks,37,191,202.43,11.43
beauty,14,109.2,120.62,11.42
life,2,6.56,17.98,11.42
beauty,5,26.95,38.35,11.4
beauty,2,27.6,38.98,11.38
beauty,3,14.7,26.08,11.38
life,5,9.25,20.62,11.37
beauty,22,356.4,367.77,11.37
beauty,3,66.63,77.99,11.36
beauty,6,11.04,22.39,11.35
beauty,6,18.6,29.94,11.34
life,2,35.68,46.98,11.3
beauty,1,22.2,33.49,11.29
beauty,2,21,32.28,11.28
life,3,90.63,101.91,11.28
beauty,2,22.92,34.18,11.26
life,8,11.36,22.6,11.24
beauty,6,5.22,16.46,11.24
life,17,14.19,25.39,11.2
beauty,1,22.8,33.99,11.19
beauty,1,28.8,39.99,11.19
beauty,2,72,83.19,11.19
life,20,36.4,47.59,11.19
beauty,5,28.05,39.23,11.18
beauty,2,22.8,33.98,11.18
beauty,3,46.8,57.98,11.18
beauty,3,29.4,40.57,11.17
beauty,8,33.6,44.76,11.16
beauty,3,72.82,83.98,11.16
beauty,1,33,44.12,11.12
beauty,4,45.84,56.96,11.12
life,6,7.74,18.85,11.11
maternal,1,25.89,36.99,11.1
beauty,4,33.6,44.7,11.1
appliances,2,23.08,34.18,11.1
life,1,18.9,29.99,11.09
beauty,12,128.01,139.1,11.09
beauty,2,28,39.09,11.09
life,8,5.28,16.37,11.09
life,3,18.9,29.97,11.07
beauty,3,18.9,29.97,11.07
beauty,9,22.86,33.93,11.07
beauty,1,19.93,30.99,11.06
beauty,1,19.93,30.99,11.06
appliances,1,8.93,19.98,11.05
snacks,7,52.5,63.55,11.05
life,7,6.37,17.42,11.05
life,7,41.16,52.18,11.02
appliances,1,7.67,18.69,11.02
life,7,7.07,18.08,11.01
beauty,1,17.99,28.99,11
beauty,2,22.98,33.98,11
beauty,1,3.99,14.99,11
snacks,3,43.17,54.17,11
beauty,2,22.98,33.98,11
life,16,5.44,16.43,10.99
beauty,1,24,34.99,10.99
beauty,1,29,39.99,10.99
beauty,1,27,37.99,10.99
beauty,1,15,25.98,10.98
beauty,1,15,25.98,10.98
beauty,1,15,25.98,10.98
beauty,2,43,53.98,10.98
life,10,16.4,27.36,10.96
beauty,5,36.5,47.45,10.95
beauty,5,24,34.95,10.95
appliances,1,11.55,22.49,10.94
snacks,65,130,140.89,10.89
beauty,4,19.32,30.21,10.89
beauty,1,20.1,30.99,10.89
life,18,33.94,44.8,10.86
appliances,1,24.14,34.99,10.85
beauty,2,29,39.84,10.84
appliances,16,98.72,109.54,10.82
beauty,6,57.24,68.05,10.81
appliances,1,25.2,36,10.8
snacks,10,32,42.8,10.8
beauty,11,10.34,21.12,10.78
beauty,2,19.6,30.38,10.78
life,4,25.2,35.97,10.77
life,3,4.2,14.97,10.77
beauty,4,23.96,34.72,10.76
life,6,6.92,17.66,10.74
life,1,9.26,19.99,10.73
snacks,35,350,360.71,10.71
life,8,6.4,17.11,10.71
beauty,5,42,52.71,10.71
life,5,14.2,24.9,10.7
life,5,55.15,65.84,10.69
life,3,5.79,16.47,10.68
snacks,12,36,46.68,10.68
life,12,6.84,17.51,10.67
snacks,16,48,58.65,10.65
maternal,12,227.53,238.18,10.65
life,3,12.6,23.25,10.65
life,11,21.45,32.09,10.64
life,11,16.17,26.81,10.64
life,12,97.92,108.55,10.63
life,2,60.48,71.08,10.6
life,4,7.36,17.96,10.6
life,4,4.6,15.2,10.6
appliances,1,29.4,39.99,10.59
beauty,4,119.85,130.43,10.58
beauty,5,352.24,362.8,10.56
life,3,4.41,14.97,10.56
life,10,20.1,30.65,10.55
life,1,9.46,19.99,10.53
beauty,2,27.52,38.05,10.53
appliances,3,34.44,44.94,10.5
life,2,7.48,17.98,10.5
beauty,2,78,88.49,10.49
beauty,20,275.44,285.93,10.49
life,20,6.6,17.09,10.49
life,2,4.92,15.38,10.46
life,1,54.56,65.02,10.46
life,6,6.96,17.41,10.45
life,10,4.9,15.35,10.45
beauty,1,41.77,52.2,10.43
life,3,6.39,16.81,10.42
life,12,22.2,32.62,10.42
appliances,1,12.6,22.99,10.39
beauty,2,26,36.39,10.39
simple,2,39.6,49.98,10.38
maternal,4,31.4,41.77,10.37
beauty,1,15.63,25.99,10.36
life,4,5.6,15.96,10.36
life,4,49.28,59.64,10.36
maternal,13,234.69,245.05,10.36
life,8,6,16.36,10.36
life,7,4.76,15.11,10.35
snacks,115,345,355.35,10.35
life,6,120,130.35,10.35
appliances,4,12.6,22.93,10.33
life,3,13.65,23.97,10.32
beauty,6,7.62,17.94,10.32
maternal,13,236.59,246.9,10.31
beauty,2,35.7,46,10.3
appliances,1,56.7,66.99,10.29
beauty,1,15.7,25.99,10.29
maternal,8,122.61,132.9,10.29
beauty,19,119.7,129.99,10.29
beauty,14,193.9,204.18,10.28
snacks,41,82,92.28,10.28
life,4,13.64,23.92,10.28
beauty,3,21,31.25,10.25
beauty,2,19.74,29.98,10.24
beauty,1,17.76,27.99,10.23
beauty,1,29.4,39.59,10.19
beauty,1,22.8,32.99,10.19
beauty,4,79.2,89.39,10.19
life,9,12.78,22.96,10.18
life,3,16.8,26.97,10.17
life,9,4.5,14.63,10.13
life,3,5.34,15.47,10.13
life,8,3.44,13.52,10.08
beauty,2,19.2,29.28,10.08
snacks,14,14,24.08,10.08
snacks,90,276,286.07,10.07
appliances,2,5.92,15.98,10.06
life,1,17.94,27.99,10.05
beauty,3,26.34,36.37,10.03
life,9,16.11,26.13,10.02
life,3,4.95,14.97,10.02
life,9,7.65,17.66,10.01
life,6,6.18,16.19,10.01
snacks,7,31.5,41.51,10.01
beauty,7,24.43,34.43,10
appliances,20,0,10,10
beauty,1,19,28.99,9.99
beauty,1,30,39.99,9.99
beauty,1,18,27.99,9.99
beauty,1,69.99,79.98,9.99
beauty,2,30,39.98,9.98
maternal,2,21,30.98,9.98
life,5,70,79.98,9.98
beauty,2,20,29.98,9.98
beauty,2,20,29.98,9.98
beauty,2,80,89.98,9.98
beauty,2,20,29.98,9.98
beauty,1,20.02,29.99,9.97
beauty,2,64,73.97,9.97
life,5,5.05,15.02,9.97
life,7,2.28,12.23,9.95
life,2,4.84,14.75,9.91
beauty,24,78.72,88.63,9.91
maternal,3,21.42,31.33,9.91
life,10,16.4,26.3,9.9
life,2,25.2,35.09,9.89
life,3,31.68,41.54,9.86
life,1,33,42.86,9.86
life,1,15.14,24.98,9.84
maternal,3,25.17,35,9.83
life,2,20.16,29.98,9.82
life,2,8.16,17.98,9.82
beauty,4,64.8,74.62,9.82
beauty,1,17.17,26.99,9.82
snacks,52,116,125.8,9.8
beauty,2,14.18,23.96,9.78
beauty,2,39.6,49.38,9.78
life,4,2.2,11.96,9.76
life,2,60.42,70.18,9.76
life,6,5.67,15.42,9.75
beauty,1,16.25,25.98,9.73
beauty,2,14,23.73,9.73
beauty,8,28,37.73,9.73
beauty,3,23.86,33.58,9.72
snacks,12,54.59,64.31,9.72
life,15,27.45,37.15,9.7
life,1,32.29,41.99,9.7
snacks,6,13.8,23.5,9.7
beauty,5,22.5,32.18,9.68
life,4,6.2,15.88,9.68
beauty,3,31.5,41.17,9.67
beauty,9,151.2,160.86,9.66
beauty,4,69.6,79.26,9.66
beauty,2,32.4,42.03,9.63
life,11,8.03,17.66,9.63
beauty,1,15.36,24.99,9.63
snacks,114,171,180.63,9.63
life,1,7.48,17.09,9.61
beauty,2,20.38,29.98,9.6
snacks,4,36,45.6,9.6
life,12,8.88,18.48,9.6
life,3,5.04,14.63,9.59
beauty,1,20.4,29.99,9.59
maternal,1,19.4,28.99,9.59
beauty,2,20.4,29.98,9.58
beauty,2,48,57.58,9.58
life,3,14.4,23.97,9.57
appliances,31,124,133.57,9.57
life,2,5.82,15.38,9.56
appliances,6,7.86,17.41,9.55
maternal,3,27,36.54,9.54
life,1,17.75,27.29,9.54
life,2,8.46,17.99,9.53
appliances,19,0,9.5,9.5
maternal,2,20.48,29.98,9.5
appliances,19,0,9.5,9.5
life,4,6.08,15.57,9.49
beauty,12,126,135.49,9.49
beauty,3,5.49,14.97,9.48
life,12,3.12,12.6,9.48
snacks,13,21.1,30.58,9.48
beauty,1,14.54,23.99,9.45
life,3,5.49,14.93,9.44
beauty,2,28.38,37.79,9.41
life,4,7.04,16.44,9.4
beauty,10,4.9,14.3,9.4
beauty,1,16.59,25.99,9.4
beauty,1,14.59,23.99,9.4
life,6,2.4,11.79,9.39
life,2,12.6,21.98,9.38
life,7,11.83,21.19,9.36
life,1,4.63,13.99,9.36
beauty,3,10.92,20.27,9.35
life,4,5.92,15.27,9.35
snacks,34,78.2,87.55,9.35
beauty,15,163.62,172.97,9.35
beauty,2,17.24,26.59,9.35
life,4,7.72,17.06,9.34
life,15,6,15.34,9.34
life,5,9.5,18.83,9.33
snacks,72,147.6,156.92,9.32
life,3,4.71,14.02,9.31
life,2,3.88,13.18,9.3
life,3,14.7,23.97,9.27
life,6,5.16,14.42,9.26
life,14,80.22,89.48,9.26
life,8,5.12,14.38,9.26
life,7,4.69,13.93,9.24
life,4,20,29.22,9.22
beauty,1,19.8,28.99,9.19
snacks,522,574.23,583.25,9.19
beauty,2,28.8,37.99,9.19
beauty,1,43.8,52.99,9.19
beauty,1,19.8,28.99,9.19
beauty,3,46.8,55.98,9.18
life,6,3.96,13.14,9.18
life,6,5.28,14.44,9.16
life,11,12.87,22.02,9.15
life,10,16.3,25.45,9.15
beauty,4,19.32,28.46,9.14
beauty,1,71.47,80.6,9.13
beauty,4,24,33.11,9.11
beauty,3,4.08,13.17,9.09
maternal,19,207.84,216.92,9.08
snacks,46,105.8,114.88,9.08
life,1,10.92,19.99,9.07
snacks,8,20.16,29.18,9.02
beauty,11,65.22,74.23,9.02
beauty,3,13.2,22.21,9.01
appliances,18,0,9,9
life,3,4.17,13.17,9
maternal,2,20.98,29.98,9
beauty,3,24,33,9
beauty,2,17.98,26.98,9
beauty,9,189,197.99,8.99
beauty,4,72,80.99,8.99
beauty,4,84,92.99,8.99
beauty,1,21,29.99,8.99
beauty,1,13,21.99,8.99
life,2,13,21.98,8.98
beauty,2,13,21.98,8.98
beauty,2,15,23.98,8.98
beauty,2,18,26.98,8.98
beauty,3,0,8.97,8.97
life,9,14.58,23.54,8.96
life,16,22.56,31.52,8.96
beauty,2,17.86,26.8,8.94
snacks,106,329.45,338.39,8.94
life,1,4.26,13.19,8.93
life,1,4.26,13.19,8.93
beauty,4,704.32,713.24,8.92
life,7,28.7,37.61,8.91
appliances,1,6.08,14.99,8.91
snacks,55,226.84,235.74,8.9
life,8,5.44,14.33,8.89
snacks,17,28.4,37.29,8.89
beauty,1,22,30.89,8.89
life,3,4.32,13.17,8.85
life,2,5.14,13.98,8.84
life,2,4.34,13.18,8.84
life,6,3.54,12.37,8.83
beauty,4,41.8,50.62,8.82
beauty,3,17.4,26.21,8.81
life,50,1155,1163.81,8.81
life,3,6.87,15.68,8.81
life,3,4.08,12.87,8.79
beauty,1,22.2,30.99,8.79
beauty,1,22.2,30.99,8.79
beauty,1,16.2,24.99,8.79
life,1,29.21,37.99,8.78
beauty,3,25.99,34.77,8.78
snacks,172,365.5,374.27,8.77
snacks,36,151.01,159.78,8.77
life,2,20.48,29.24,8.76
life,14,23.1,31.85,8.75
life,7,5.11,13.86,8.75
snacks,7,31.5,40.25,8.75
snacks,20,20,28.75,8.75
life,3,11.49,20.21,8.72
life,3,4.47,13.17,8.7
beauty,4,26.36,35.06,8.7
snacks,16,36.8,45.5,8.7
beauty,1,18.3,26.99,8.69
beauty,1,14.3,22.99,8.69
life,2,4.74,13.42,8.68
life,1,44.32,52.99,8.67
beauty,7,134.4,143.04,8.64
life,10,16.2,24.84,8.64
life,8,3.28,11.92,8.64
beauty,6,12.3,20.94,8.64
life,3,6.03,14.65,8.62
life,20,32.4,41.02,8.62
life,2,7.36,15.98,8.62
life,1,2.37,10.99,8.62
life,3,6.36,14.97,8.61
life,9,5.76,14.37,8.61
life,1,3.38,11.99,8.61
life,1,8.4,16.99,8.59
life,2,5.66,14.25,8.59
beauty,4,4.2,12.76,8.56
life,1,4.43,12.99,8.56
snacks,21,91.18,99.73,8.55
life,4,4.4,12.94,8.54
snacks,57,50.03,58.53,8.53
life,12,3.36,11.88,8.52
life,6,16.98,25.5,8.52
snacks,6,33,41.52,8.52
life,1,6.56,15.08,8.52
beauty,4,25.46,33.96,8.5
life,2,6.12,14.61,8.49
life,4,5.48,13.96,8.48
life,12,50.4,58.88,8.48
snacks,20,90,98.46,8.46
beauty,5,36.2,44.65,8.45
snacks,23,34.5,42.95,8.45
life,2,5.54,13.98,8.44
beauty,3,6.54,14.97,8.43
maternal,1,19.57,27.99,8.42
beauty,25,216.8,225.21,8.41
life,11,19.58,27.99,8.41
life,14,4.9,13.31,8.41
beauty,12,71.1,79.48,8.4
beauty,2,18.6,26.99,8.39
snacks,2,15.6,23.98,8.38
beauty,1,15,23.38,8.38
life,3,12.6,20.97,8.37
life,3,4.8,13.17,8.37
beauty,5,21,29.37,8.37
beauty,1,12.62,20.99,8.37
beauty,4,4.2,12.55,8.35
life,5,4.89,13.23,8.34
maternal,2,6.84,15.18,8.34
life,4,2.84,11.16,8.32
life,7,5.18,13.49,8.31
beauty,1,10.69,18.99,8.3
beauty,15,169.35,177.65,8.3
beauty,3,14.4,22.69,8.29
beauty,1,14.7,22.99,8.29
life,4,6.88,15.16,8.28
beauty,1,18,26.28,8.28
life,10,19.9,28.14,8.24
beauty,1,60.6,68.84,8.24
beauty,5,40,48.22,8.22
life,4,2.96,11.16,8.2
beauty,5,24.15,32.32,8.17
snacks,9,22.5,30.65,8.15
snacks,39,89.7,97.85,8.15
beauty,9,89.86,98,8.14
beauty,1,11.88,19.99,8.11
beauty,3,45,53.11,8.11
life,1,3.89,11.99,8.1
life,9,19.26,27.35,8.09
snacks,42,83.9,91.95,8.08
appliances,2,102.9,110.98,8.08
snacks,12,18,26.06,8.06
life,3,5.97,14.02,8.05
life,6,4.08,12.13,8.05
life,3,7.53,15.56,8.03
beauty,17,218.61,226.64,8.03
snacks,24,48,56.02,8.02
beauty,1,11.99,19.99,8
snacks,14,28,36,8
beauty,4,19.16,27.16,8
beauty,2,13,21,8
life,1,14,21.99,7.99
beauty,1,20,27.99,7.99
beauty,1,14,21.99,7.99
beauty,2,16,23.98,7.98
beauty,2,16,23.98,7.98
life,2,14,21.98,7.98
life,20,4.9,12.88,7.98
beauty,4,46,53.97,7.97
beauty,6,42,49.97,7.97
beauty,2,12,19.96,7.96
beauty,3,18,25.96,7.96
beauty,2,40,47.96,7.96
beauty,5,30.4,38.35,7.95
life,8,13.2,21.15,7.95
life,3,6.45,14.39,7.94
life,7,3.57,11.49,7.92
beauty,4,24,31.91,7.91
beauty,10,12,19.9,7.9
beauty,2,18,25.89,7.89
beauty,2,21.6,29.49,7.89
life,10,18.5,26.38,7.88
snacks,76,174.8,182.68,7.88
snacks,24,30,37.87,7.87
beauty,5,3.1,10.95,7.85
beauty,2,36.12,43.97,7.85
life,1,5.15,12.99,7.84
maternal,4,19.56,27.39,7.83
beauty,1,12.18,19.99,7.81
beauty,1,16.19,23.99,7.8
life,11,263.49,271.29,7.8
snacks,4,8,15.8,7.8
maternal,2,18.18,25.98,7.8
snacks,35,80.5,88.29,7.79
life,2,14.19,21.98,7.79
simple,2,16.2,23.98,7.78
beauty,3,6.69,14.47,7.78
beauty,2,16.9,24.68,7.78
beauty,9,81,88.77,7.77
maternal,6,96.43,104.19,7.76
beauty,4,3.16,10.91,7.75
life,6,2.22,9.97,7.75
life,3,3.57,11.32,7.75
snacks,15,22.5,30.23,7.73
beauty,16,182.4,190.12,7.72
life,7,13.72,21.44,7.72
life,1,3.27,10.99,7.72
life,6,4.08,11.79,7.71
beauty,1,16.49,24.19,7.7
beauty,6,12.78,20.47,7.69
beauty,3,28.5,36.19,7.69
beauty,1,12.3,19.99,7.69
snacks,2,15.3,22.98,7.68
life,4,3.2,10.88,7.68
snacks,37,85.1,92.76,7.66
beauty,7,4.84,12.49,7.65
beauty,2,17.54,25.19,7.65
snacks,63,94.5,102.13,7.63
snacks,50,450,457.62,7.62
snacks,62,279,286.62,7.62
life,8,9.68,17.3,7.62
beauty,1,16.98,24.59,7.61
life,8,14.72,22.32,7.6
appliances,1,50.4,58,7.6
life,2,3.38,10.98,7.6
beauty,4,3.56,11.16,7.6
simple,1,17.4,24.99,7.59
life,2,22.98,30.57,7.59
life,1,4.9,12.49,7.59
beauty,1,15.9,23.49,7.59
beauty,2,14.4,21.98,7.58
life,1,22.41,29.99,7.58
life,2,14.4,21.98,7.58
life,4,16.8,24.38,7.58
life,1,8.4,15.97,7.57
life,11,2.86,10.42,7.56
life,9,5.58,13.14,7.56
life,4,3.36,10.92,7.56
snacks,94,268.51,276.03,7.52
life,12,4.08,11.6,7.52
beauty,1,11.47,18.99,7.52
life,7,3.64,11.16,7.52
snacks,10,30,37.5,7.5
beauty,2,741.49,748.99,7.5
maternal,1,17.49,24.99,7.5
appliances,1,7.35,14.84,7.49
life,1,12.5,19.99,7.49
beauty,17,280.5,287.99,7.49
life,4,5.68,13.16,7.48
beauty,5,4.9,12.36,7.46
life,9,14.58,22.04,7.46
beauty,1,11.55,18.99,7.44
beauty,1,11.55,18.99,7.44
beauty,4,24,31.42,7.42
snacks,20,90,97.42,7.42
life,2,37,44.4,7.4
beauty,4,3.76,11.16,7.4
beauty,6,21.54,28.94,7.4
beauty,1,12.6,19.99,7.39
beauty,2,26.58,33.96,7.38
life,6,5.24,12.61,7.37
life,19,30.78,38.15,7.37
maternal,2,17.32,24.68,7.36
life,1,9.74,17.1,7.36
life,11,3.85,11.19,7.34
life,4,4.36,11.66,7.3
beauty,1,8.7,15.99,7.29
snacks,40,67.6,74.89,7.29
beauty,8,191.2,198.48,7.28
beauty,1,9.12,16.37,7.25
life,1,7.73,14.98,7.25
life,21,34.02,41.23,7.21
life,5,4.4,11.6,7.2
beauty,1,10.8,17.99,7.19
beauty,1,18,25.19,7.19
life,9,17.73,24.92,7.19
beauty,10,84,91.18,7.18
life,9,13.32,20.5,7.18
beauty,2,44,51.18,7.18
life,6,2.82,9.99,7.17
beauty,2,16.22,23.38,7.16
beauty,8,96.56,103.72,7.16
snacks,50,190,197.16,7.16
beauty,2,20.4,27.56,7.16
beauty,10,106.49,113.64,7.15
life,5,3.4,10.55,7.15
life,2,12.84,19.98,7.14
beauty,17,39.78,46.9,7.12
beauty,18,1738.81,1745.92,7.11
life,3,5.67,12.77,7.1
beauty,1,11.9,18.99,7.09
life,9,16.74,23.83,7.09
beauty,2,29,36.08,7.08
life,4,4.08,11.16,7.08
snacks,222,495.3,502.38,7.08
beauty,4,31.4,38.46,7.06
life,26,112.2,119.25,7.05
beauty,2,48,55.04,7.04
beauty,16,224,231.04,7.04
beauty,1,9.45,16.49,7.04
maternal,4,52.29,59.33,7.04
life,11,15.84,22.87,7.03
beauty,8,16,23.02,7.02
life,11,20.57,27.57,7
appliances,14,0,7,7
beauty,1,12.99,19.99,7
beauty,1,14.99,21.99,7
life,4,4.68,11.67,6.99
beauty,1,12,18.99,6.99
beauty,1,15,21.99,6.99
beauty,1,14,20.99,6.99
beauty,7,114,120.99,6.99
life,24,12.72,19.71,6.99
beauty,1,14,20.99,6.99
beauty,1,12,18.99,6.99
beauty,1,12,18.99,6.99
beauty,3,42,48.98,6.98
beauty,2,27,33.98,6.98
beauty,2,28,34.98,6.98
beauty,4,92,98.97,6.97
beauty,33,237.6,244.57,6.97
maternal,13,236.59,243.55,6.96
life,11,2.75,9.71,6.96
beauty,4,51.66,58.61,6.95
life,4,4,10.95,6.95
snacks,23,121.67,128.61,6.94
beauty,2,17,23.93,6.93
life,1,5.06,11.99,6.93
life,6,4.8,11.72,6.92
life,10,3.7,10.61,6.91
life,1,34.1,40.99,6.89
beauty,1,12,18.89,6.89
snacks,147,294,300.88,6.88
life,1,33.13,39.99,6.86
life,4,4.92,11.76,6.84
snacks,92,184,190.84,6.84
beauty,1,10.15,16.99,6.84
life,13,8.81,15.64,6.83
snacks,106,327.89,334.72,6.83
beauty,4,8,14.83,6.83
beauty,1,10.16,16.99,6.83
snacks,49,98,104.83,6.83
beauty,1,16.2,23.02,6.82
beauty,5,27.5,34.32,6.82
beauty,3,30.6,37.41,6.81
beauty,4,112.8,119.59,6.79
beauty,4,3.6,10.39,6.79
beauty,2,13.2,19.98,6.78
beauty,7,92.4,99.17,6.77
beauty,2,19.2,25.96,6.76
snacks,4,9.2,15.96,6.76
life,4,4.67,11.42,6.75
beauty,1,15.74,22.49,6.75
life,1,3.24,9.98,6.74
beauty,5,90.45,97.19,6.74
life,8,3.36,10.1,6.74
maternal,19,312.01,318.75,6.74
beauty,3,5.64,12.37,6.73
life,11,3.52,10.25,6.73
snacks,31,59.5,66.22,6.72
life,4,2.04,8.76,6.72
maternal,2,13.26,19.98,6.72
snacks,146,264.24,270.95,6.71
life,5,3,9.71,6.71
life,8,15.04,21.75,6.71
beauty,65,162.5,169.2,6.7
life,7,11.62,18.32,6.7
life,1,23.29,29.99,6.7
life,9,15.39,22.09,6.7
beauty,1,17,23.69,6.69
life,8,15.6,22.29,6.69
beauty,2,18,24.68,6.68
life,1,3.22,9.89,6.67
life,15,2.85,9.49,6.64
snacks,4,15,21.62,6.62
beauty,2,10.8,17.42,6.62
beauty,1,14.99,21.59,6.6
life,2,6.68,13.28,6.6
beauty,4,57.6,64.19,6.59
life,2,5.4,11.98,6.58
snacks,115,264.5,271.08,6.58
beauty,2,10.5,17.08,6.58
beauty,8,134.4,140.97,6.57
life,12,16.68,23.25,6.57
maternal,3,10.8,17.37,6.57
beauty,27,192.78,199.35,6.57
beauty,1,12.36,18.89,6.53
maternal,3,68.48,75.01,6.53
beauty,9,32.4,38.92,6.52
snacks,20,114,120.52,6.52
life,1,5.47,11.97,6.5
maternal,2,18.18,24.68,6.5
life,7,11.55,18.04,6.49
maternal,4,51.48,57.97,6.49
beauty,2,60,66.48,6.48
maternal,11,453.93,460.35,6.42
life,4,3.56,9.96,6.4
appliances,1,33.22,39.6,6.38
beauty,1,9.42,15.79,6.37
beauty,8,12.96,19.32,6.36
snacks,23,27.6,33.93,6.33
life,4,5.64,11.96,6.32
snacks,59,88.5,94.82,6.32
life,5,11.45,17.77,6.32
snacks,41,47.15,53.46,6.31
life,10,4.5,10.8,6.3
beauty,1,17.6,23.89,6.29
beauty,6,60,66.28,6.28
maternal,2,15.7,21.98,6.28
life,2,14.7,20.98,6.28
beauty,3,16.2,22.47,6.27
maternal,3,19.8,26.07,6.27
life,10,17.1,23.34,6.24
life,1,2.55,8.79,6.24
beauty,11,85.8,92.03,6.23
beauty,1,11.76,17.99,6.23
life,5,8.45,14.65,6.2
life,3,3.69,9.87,6.18
beauty,3,34.17,40.35,6.18
life,1,3.72,9.89,6.17
life,13,24.96,31.11,6.15
beauty,6,46.8,52.95,6.15
beauty,17,161.5,167.65,6.15
life,9,16.56,22.71,6.15
life,1,23.85,29.99,6.14
life,1,3.87,9.99,6.12
beauty,4,5.28,11.39,6.11
beauty,4,3.6,9.71,6.11
life,11,15.62,21.72,6.1
beauty,1,0.89,6.99,6.1
life,5,3.15,9.25,6.1
beauty,1,11.9,17.99,6.09
beauty,1,22.8,28.89,6.09
beauty,3,18.9,24.99,6.09
beauty,1,21.89,27.98,6.09
life,4,5.28,11.36,6.08
beauty,1,9.93,15.99,6.06
life,4,5.6,11.66,6.06
snacks,3,22.5,28.54,6.04
life,1,2.75,8.79,6.04
life,1,2.77,8.79,6.02
snacks,72,222,228.02,6.02
life,7,12.6,18.61,6.01
appliances,2,0,6,6
beauty,2,5.98,11.98,6
beauty,2,41.68,47.68,6
beauty,1,12,17.99,5.99
beauty,1,15,20.99,5.99
beauty,6,75,80.99,5.99
beauty,1,9,14.99,5.99
beauty,1,21,26.99,5.99
life,6,4.02,10,5.98
beauty,2,24,29.98,5.98
beauty,2,12,17.98,5.98
beauty,5,100,105.98,5.98
beauty,3,36,41.97,5.97
life,1,3.92,9.89,5.97
beauty,3,12,17.97,5.97
beauty,3,141.38,147.35,5.97
life,5,2.15,8.11,5.96
snacks,30,69,74.96,5.96
maternal,2,13.94,19.9,5.96
snacks,79,184.6,190.56,5.96
life,3,3,8.94,5.94
life,9,3.6,9.54,5.94
snacks,8,60,65.93,5.93
life,10,14.1,20.02,5.92
life,3,2.46,8.37,5.91
beauty,6,92.04,97.95,5.91
life,4,2.24,8.13,5.89
life,7,4.41,10.3,5.89
life,1,4.01,9.89,5.88
life,7,11.41,17.29,5.88
snacks,85,170,175.87,5.87
life,1,2.93,8.79,5.86
life,1,1.37,7.2,5.83
life,7,12.11,17.93,5.82
life,6,3.24,9.06,5.82
beauty,2,1.78,7.58,5.8
beauty,1,14.49,20.29,5.8
life,2,3.76,9.55,5.79
beauty,3,2.58,8.37,5.79
beauty,1,10.2,15.99,5.79
beauty,1,13.2,18.99,5.79
beauty,1,13.2,18.99,5.79
life,3,4.08,9.87,5.79
beauty,1,10.2,15.99,5.79
life,3,3.81,9.59,5.78
snacks,28,112,117.78,5.78
life,6,2.88,8.64,5.76
appliances,20,62,67.75,5.75
beauty,1,26.25,31.99,5.74
beauty,2,16.24,21.98,5.74
snacks,7,14,19.73,5.73
life,12,5.52,11.23,5.71
beauty,2,20,25.7,5.7
